Date,Message,Image Link,Likes,Comments,Shares,Link Clicks,Engagements,Reach,Organic Reach,Impressions
2024-03-17,"It's St. Patrick's Day and we know just the way to celebrate! 💚 We've teamed up with 2023 #SpiritedAwards Regional Honoree for ""Best International Bar Team - Europe"" BAR 1661 to bring y'all a special #stpaddysday cocktail, 🍀 The Belfast Coffee 🍀 ⁠
⁠
You can learn more about past Spirited Awards winners & honorees here: https://talesofthecocktail.org/events/spirited-awards/",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/430109170_805713861587679_7490755906597099204_n.jpg?stp=dst-jpg_s720x720&_nc_cat=103&ccb=1-7&_nc_sid=127cfc&_nc_ohc=ydSePJtfGQQQ7kNvgETEdSR&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=Af5AlwtCfIDQAtwUvdOGCJI&oh=00_AYBPfVT66Rv5FZfsT-d1yi2S_yV-I-cagdu5rITbWDdmBg&oe=66F664A6,9,0,1,0,10,2477,2715,2727
2024-03-18,"Still searching for the right hotel for your time at #TalesoftheCocktail2024?🥂 Take a look at The Roosevelt New Orleans Waldorf Astoria Hotel, one of our partner hotels for #totc2024!  ⁠
⁠
Open since 1893 and once home to Louisiana’s legendary governor, Huey P. Long, The Roosevelt New Orleans Waldorf Astoria Hotel allows you to explore the French Quarter one block from the doors! Take in city views from the rooftop pool and discover authentic New Orleans flavors at the hotel restaurants.
⁠
Event attendees are invited to secure their stay early, as event reservations for this hotel close on June 20th, 2024. Learn more about our hotel blocks here: https://talesofthecocktail.org/events-book-hotel/",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/433678667_808816844610714_1141093420602127970_n.jpg?stp=dst-jpg_p720x720&_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=gMjF2rEsHikQ7kNvgE2czjb&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=Af5AlwtCfIDQAtwUvdOGCJI&oh=00_AYBGSBT6FmRldOOVaoK7T0Dta_YANdU3_ztRKIopsjblAQ&oe=66F669ED,0,0,1,0,1,1068,1299,1352
2024-03-20,"We're counting down the days until we can see your smiling faces at #TalesoftheCocktail2024! If you haven't already, be sure to book your stay with any of our incredible partner hotels!
 
Tickets for #totc2024 go on sale on World Cocktail Day, May 13th, 2024 🍸 Learn more about our hotel blocks here: https://talesofthecocktail.org/events-book-hotel/",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/432500524_808839331275132_8766565338389638410_n.jpg?stp=dst-jpg_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=127cfc&_nc_ohc=HuO-tWGpLEEQ7kNvgFrXI16&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=Af5AlwtCfIDQAtwUvdOGCJI&oh=00_AYB3ed_u2E-MRGAUJfLujwLZcLvFMzX2FTJzfrlia6ZTZg&oe=66F65C82,7,2,1,2,7,2681,2984,3046
2024-03-25,"Still searching for the right hotel for your time at #TalesoftheCocktail2024?🥂 Take a look at Maison de la Luz, one of our partner hotels for #totc2024!  ⁠
⁠
A place for reverie and proper Southern swoon, Maison de la Luz finds beauty in the curious and defines luxury as moving through the world with grace. With 67 resplendent guest rooms & suites, private sanctuaries, and bespoke concierge service, Maison de la Luz is a lighthouse for the senses!
⁠
Event attendees are invited to secure their stay early, as event reservations for this hotel close on June 20th, 2024. Learn more about our hotel blocks here: https://talesofthecocktail.org/events-book-hotel/",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/434195859_813229890836076_1741960301595885293_n.jpg?stp=dst-jpg_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=vxJmdoHA6McQ7kNvgGntAci&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYDkk7im-sbfazCCXvnSf46MEazeP8fCn01-V58f9qHvCQ&oe=66F684F9,3,0,0,3,3,1194,1410,1418
2024-03-26,"Celebrate #WomensHistoryMonth with the women of the #TOTC Cocktail Apprentice Program Leadership! ✨ In their feature editorial, these CAP leaders reflect on dismantling barriers within the hospitality sector and celebrating the contributions of women in bartending. ⁠
⁠
Want to celebrate with us? We've got the first look at their signature cocktail, ""Paving the Way"" ⬇️
   
🍹 1.5 Mezcal (not too smokey)
🌶 0.5 oz. Ancho Reyes Chili Liqueur
🍍 1.5 oz Freshly Juiced Ripe Pineapple  
💚 0.25 oz. Lime Syrup 
🌻 2 - 3 dashes The Bitter Bottle Roasted Dandelion Root Bitters
Garnished with an Ancho Chili Salt Rim and a fresh dandelion
⁠
Find our full interview with Cris, Juyoung, Kaleena, and Alexis here: https://talesofthecocktail.org/in-depth/evolving-inclusion-in-the-hospitality-industry/",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/434384114_813856877440044_3841534174899850969_n.jpg?stp=dst-jpg_p720x720&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=B2KCHymIQqUQ7kNvgHX6eTJ&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYANjdm-S_rL9T9K7LdtD8EaK2_1azP2RKNV-V1MbM0FNA&oe=66F66063,6,0,0,1,6,1396,1556,1627
2024-03-28,"Is it time to take care of a little spring cleaning? We've got just the inspo to get you all ready to toss those old love letters! Check out the 🔥 Fool Me Once 🔥 from Causwells and Elmer Mejicanos ⬇️
   
🍹 1.5oz Blanco tequila
🍸 .5oz select aperitif
🍒 1oz passion fruit syrup  
🍋 .5oz lemon 
🍳 1oz egg white
🧊 2oz seltzer water
 
Garnish with 3 pieces of edible rice paper (love letter) & lightly dust the top with corn ash (burnt corn masa).
 
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/432368784_804534471705618_6610262307855727108_n.jpg?stp=dst-jpg_p720x720&_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=5s8dk_BDGAcQ7kNvgGPpApu&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYByF2rwMbdStoLmRS9eZsQYspb6n6u8AAsz_Mz3T82L1w&oe=66F684DA,5,0,0,0,5,1187,1372,1421
2024-04-01,"Still searching for the right hotel for your time at #TalesoftheCocktail2024?🥂 Take a look at the Courtyard New Orleans French Quarter/Iberville, one of our partner hotels for #totc2024!  ⁠
⁠
Ideally located near celebrated attractions in New Orleans, the Courtyard Marriott New Orleans French Quarter/Iberville offers 4-star rooms and suites, a restaurant and bar, and a fitness center.
⁠
Event attendees are invited to secure their stay early, as event reservations for this hotel close on June 21st, 2024. Learn more about our hotel blocks here: https://talesofthecocktail.org/events-book-hotel/",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/434384263_817793573713041_15378366445875407_n.jpg?stp=dst-jpg_p720x720&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=xsaKmH-i_88Q7kNvgHOuDbo&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYAbrb6feuzzg7zZanlJjlf89geG3Tt-tGJlPK9lISfLxw&oe=66F6579E,1,0,0,0,1,1140,1353,1385
2024-04-03,"Spring is in full swing, everyone! With the days getting longer and temperatures creeping up, why not grab a refreshing cocktail to keep spirits high?! Check out this 🍹Grand Canyon Crusher🍹 recipe from The Grand Canyon Brewing Company  ⬇️
   
🍹 1.5oz rum
🍈 3/4oz passion fruit liqueur
🍇 1/4oz blackberry liqueur  
🍯 1/2oz Rich Simple (2:1) 
🍋 1/2oz lemon juice
🌱 Garnish with frosted blackberries, dehydrated lemon, and a slap of mint 🌱
 
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/434505748_817798457045886_6979696874506589177_n.jpg?stp=dst-jpg_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=duppV5kPZVUQ7kNvgHHE6my&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYCPvI8lQXtKPzSBvOLxL3dCynIA4KQTueji2lCpDZEvPQ&oe=66F65274,10,0,0,0,11,1454,1661,1742
2024-04-05,"Ahoy! Hendrick's Expedition Cocktail is back! 🙌 🔎

We're delighted to join forces once more with Hendrick's Gin to present this extraordinary program. Embark on a unique and innovative educational experience where progressive journeys could lead you to the Hendrick’s Gin Palace!

Stay tuned for an event coming to a city near you: https://www.eventbrite.com/e/hendricks-expedition-cocktail-austin-tickets-853098870687?aff=oddtdtcreator 

#HendricksExpeditionCocktail 🍸🌟",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/436086144_820337573458641_5110428153781113289_n.jpg?stp=dst-jpg_p720x720&_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=tmIFig2fB5MQ7kNvgF2IR4J&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYDU79z6Ri-pYEiPEoOCC9-Q4xB_P_8H3YvfjwLt2Zp4cA&oe=66F668D9,11,0,0,5,11,2823,3136,3240
2024-04-08,"Still searching for the right hotel for your time at #TalesoftheCocktail2024?🥂 Take a look at the Magnolia Hotel, one of our partner hotels for #totc2024!  ⁠
⁠
Just steps away from the French Quarter’s world-renowned nightlife and distinguished architecture, find yourself strolling Bourbon Street as the sounds of famed jazz clubs and the scents of Cajun cuisine and local cocktails tempt the senses.
⁠
Event attendees are invited to secure their stay early, as event reservations for this hotel close on June 20th, 2024. Learn more about our hotel blocks here: https://talesofthecocktail.org/events-book-hotel/",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/436926033_822258876599844_9166245638515634940_n.jpg?stp=dst-jpg_p720x720&_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=pLUi4-lZJj8Q7kNvgE3w75z&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYBpYhxP_pa7lsoMCBYZb1C-HhJKBU2zNd2YygIkcxhjMw&oe=66F674E0,3,0,0,0,3,1177,1474,1511
2024-04-09,"This is for all the classic cocktail lovers out there 🍸 Celebrate National Gin & Tonic Day with us & our new friends, Welton Room ✨ Check out their recipe for a delectable ✨ New World Gin & Tonic ✨ below ⬇️
   
🍸 2 oz Gin
🪵 .75 oz house-made Chinchona Tonic
💚 .5 oz Lime Juice  
🍳 1.5 oz Egg White 
🔥 a few dashes of Angostura Bitters
🌹 Garnish with rose petals
 
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf #ginandtonic #nationalginandtonicday",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/436877453_822262456599486_7111359021748643683_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=kcYWTi365tUQ7kNvgGYHLGd&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYA2yvA_2ZUOOnUFgVF9Vv7LoqmPPKKUMLyf1-LLPrmjzw&oe=66F66600,8,0,0,0,9,1335,1552,1566
2024-04-12,"As #totc2024 gets closer, we can't help but look back on last year's #SpiritedAwards! 

Join us in raising a glass to the 2023 Helen David Lifetime Achievement Award Winner, Desmond Payne, MBE 🥂 This award recognizes the achievement of an individual who has made significant contributions and lasting impact in the hospitality industry throughout their career! 

Keep an eye on our channels because we'll announce the #2024SpiritedAwards Regional Top 10 Honorees on April 18th⁠! 🎉 You can learn more about one of the industry’s most sought-after awards here: https://talesofthecocktail.org/events/spirited-awards/⁠⁠  
 ⁠
Special thanks to Forbes, our 2024 Spirited Awards Official Media Partner.",https://scontent-fra5-2.xx.fbcdn.net/v/t15.5256-10/420798694_943897107460068_8903773515910994643_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=7965db&_nc_ohc=ZmoaDBl7iC0Q7kNvgGqPte0&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYBASUDxFXRdXCJfCiGGGaPBBbCiDO7kHOSwGrzCZ56iLg&oe=66F67268,5,0,0,0,5,571,1078,1122
2024-04-15,"Still searching for the right hotel for your time at #TalesoftheCocktail2024?🥂 Take a look at the Hyatt Centric French Quarter New Orleans, one of our partner hotels for #totc2024!  ⁠
⁠
Start your New Orleans journey at Hyatt Centric French Quarter New Orleans, the upscale hotel in the heart of the action in the vibrant French Quarter. With classic architecture, creative cuisine, and the lively Bourbon Street scene, you’ll find that the fun never ends!
⁠
Event attendees are invited to secure their stay early, as event reservations for this hotel close on June 22nd, 2024. Learn more about our hotel blocks here: https://talesofthecocktail.org/events-book-hotel/",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/437947655_826566729502392_6177064792056107658_n.jpg?stp=dst-jpg_p720x720&_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=4gIBzxmshG4Q7kNvgGOA2XH&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYApaAzzyt7rxpDSwkEDWSupMVYmbyXY6WdQLX5NXLqo_g&oe=66F668D4,1,0,0,1,1,1152,1446,1547
2024-04-18,"🥁 Drumroll, please...🥁 The 18th Annual Spirited Awards® Regional Top 10 Honorees are here! 🎉⁠
⁠
TOTCF’s 2024 Spirited Awards® Regional Top 10 Honorees recognize the following categories in 8 global regions:⁠
⁠
🔸Best U.S. Bar Team presented by @williamgrantusa
🔸Best International Bar Team presented by @TalesoftheCocktail
🔸Best U.S. Cocktail Bar presented by @delmaguey
🔸Best International Cocktail Bar presented by @patrontequila
🔸Best U.S. Hotel Bar presented by @GreyGoose
🔸Best International Hotel Bar presented by @fordsgin
🔸Best U.S. Restaurant Bar presented by @TalesoftheCocktail
🔸Best International Restaurant Bar presented by @ginmare
🔸Best New U.S. Cocktail Bar presented by @DiageoBarAcademy
🔸Best New International Cocktail Bar presented by @DiageoBarAcademy
⁠
Find the full list of honorees and more on one of the industry’s most sought-after awards here: https://talesofthecocktail.org/industrynews/tales-of-the-cocktail-foundation-announces-spirited-awards-2024-regional-top-10-honorees/

Special thanks to Forbes, our 2024 Spirited Awards Official Media Partner!

#SpiritedAwards2024 #SpiritedAwards #totc2024 #totc #totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/437930899_828342949324770_3133216963703920873_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=T4Md0MsJd7QQ7kNvgGVzEL1&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYBLyH1zeiTSQMse0zNi67bvgUbxudda4ed7Fc5S1Xxd2g&oe=66F66FB1,14,0,3,13,20,1835,2181,2253
2024-04-20,"This spring might be for the girls! 💅 Grab your She Wolves and party like it's 2005 with this stunning 🌹Rosehips Don't Lie🌹 from Lady Jane  ⬇️
   
🍸 1oz Vokda
🌹 1oz Rosehip Grenadine
✨ .5oz Heirloom “Alchermes”  
💚 .75 oz Lime Juice 
🥃 2d Sirene Galangal Bitters
🥂 1oz Sparkling Rosé
🧊 Shake and fine strain over Hoshizaki ice in a goblet
🌱 Garnish with 3 skewered cranberries & mint bouquet
 
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/437931214_829088672583531_1319904038883034845_n.jpg?stp=cp1_dst-jpg_p720x720&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=JcYjD65AcakQ7kNvgHOCwXB&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYAmwpMci0zeDq-ppl98wpzXQs8mlCwFI4kjwQZvKvbGsQ&oe=66F657B0,4,0,0,0,4,1442,1695,1721
2024-04-23,"🎉 Drumroll, please! 🎉 The moment we've all been waiting for is here – the winners of the Good, Clean Fun Espresso Martini Competition have been crowned! 🏆 

After a whirlwind of speedy shakes and pristine pours, eight finalists emerged victorious - earning the coveted title of Espresso Martini Champions! 🌟 Get ready to raise your glasses and cheer for our incredible winners as they prepare to jet off to the Absolut Akademi in Sweden for the experience of a lifetime! 🇸🇪

Photography: Atlas Media + Humar Miranda 

#GoodCleanFun",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/438633648_831523919006673_4437143833754470593_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=T4kY5Lf7ADcQ7kNvgE_mHxg&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYCDX-YiVt80M46C76PZuY9gqMOFaSRF1pgPVcz_xvipew&oe=66F65FE6,17,0,1,0,18,2049,3126,3134
2024-04-26,"On behalf of Tales of the Cocktail Foundation and Bombay Sapphire, we're excited to highlight this year's Most Imaginative Bartender – Elise Hanson, Bar Manager at Bar Raval in Toronto! 🏆 

She's bringing innovation to the bar scene with her project, Higher Harvests, turning local bar and restaurant rooftops into lush gardens 🌱 to promote sustainability. Elise received a $20,000 grant to fund her initiative! 🌟 Learn more about her initiative here: https://talesofthecocktail.org/behind-bar/tales-of-the-cocktail-foundation-and-bombay-sapphire-announce-the-2024-most-imaginative-bartender-elise-hanson/ 

Cheers to creativity and a brighter future! 🥂 

#MIB2024",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/439953969_833338102158588_250202552933191797_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=utddBwad-OEQ7kNvgHEfcVp&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYA8JA0-EQpgiED02UDZS3kCBVhxBLMcae_751rGD26Mrw&oe=66F66F07,18,3,0,1,27,2993,3355,3409
2024-04-27,"Still searching for the right hotel for your time at #TalesoftheCocktail2024?🥂 Take a look at the Four Seasons Hotel, one of our partner hotels for #totc2024!  ⁠
⁠
Unlocking the authentic New Orleans, Four Seasons invites you to their landmark tower – a heritage icon with a central downtown location on the banks of the Mississippi River.
⁠
Event attendees are invited to secure their stay early, as event reservations for this hotel close on June 20th, 2024. Learn more about our hotel blocks here: https://talesofthecocktail.org/events-book-hotel/",https://scontent-fra3-2.xx.fbcdn.net/v/t39.30808-6/438830003_833345288824536_4394363058868905623_n.jpg?stp=dst-jpg_p720x720&_nc_cat=104&ccb=1-7&_nc_sid=127cfc&_nc_ohc=bs6MTCbHBGUQ7kNvgErkVkN&_nc_ht=scontent-fra3-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYAzoVc0x_V0iUJehHm49zkc77GCJQadtkef9NgK15mWDA&oe=66F64E09,2,0,0,1,2,1115,1390,1430
2024-04-29,"Still searching for the right hotel for your time at #TalesoftheCocktail2024?🥂 Take a look at the Holiday Inn Chateau LeMoyne, one of our partner hotels for #totc2024!  ⁠
⁠
The French Quarter hotel, only a 10-minute walk to Jackson Square and Bourbon Street, makes this the ideal hotel for exploring New Orleans by walking or streetcar. Make reservations today to enjoy the charm and culture of this historic New Orleans hotel.
⁠
Event attendees are invited to secure their stay early, as event reservations for this hotel close on June 20th, 2024. Learn more about our hotel blocks here: https://talesofthecocktail.org/events-book-hotel/",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/440461572_835356865290045_2658013046935734494_n.jpg?stp=dst-jpg_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=-EY8vfNn8Q0Q7kNvgG5pwtn&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYBjhmxwaMqvVt5VXIMNHj-quNB6X_dtfV4bkuVKCzm1kg&oe=66F68633,1,0,1,0,1,969,1478,1510
2024-04-30,"Are y'all ready?! Tickets for #TalesoftheCocktail2024 go on sale in TWO WEEKS! 🔥 

We cannot wait to see each and every one of you at #totc2024! Be sure to keep an eye out over the coming weeks because we're gearing up to announce additional details, programs, events, and more! 

Tickets go on sale on World Cocktail Day, May 13th, 2024 🍸",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/440791479_835984841893914_5841891404871870026_n.jpg?stp=dst-jpg_p720x720&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=4mZIx8kiA4QQ7kNvgHpFyA-&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYA0VLKjw3melS3s1Y5GGdSFJlNTZjEMX3VG2_v8jL7Yaw&oe=66F65200,2,0,0,0,6,792,1074,1099
2024-05-01,"🥁 Introducing 🥁 the 2024 CAP Red Coats! 🎉
   
The Cocktail Apprentice Program (CAP) is an exclusive mentorship program for up-and-coming bartenders to learn alongside some of the biggest names in the business during #TalesoftheCocktail2024. The CAP Red Coat class includes 40 new apprentices who are selected to join the Cocktail Apprentice Program each year to learn the ropes and make the cocktails featured at #totc2024 🎉
 
You can learn more about the #CAP2024 class here: https://talesofthecocktail.org/industrynews/tales-of-the-cocktail-foundation-totcf-announces-the-2024-cocktail-apprentice-program-cap-class/

Special thanks to our media partner, Pre Shift, an industry newsletter from Milk Punch  and Eater  🥂

#CAPRedCoat2024 #totc2024 #totcf",https://scontent-fra3-2.xx.fbcdn.net/v/t39.30808-6/440782278_836741228484942_883969178935275367_n.jpg?stp=dst-jpg_s720x720&_nc_cat=104&ccb=1-7&_nc_sid=127cfc&_nc_ohc=5MRJhb_stFsQ7kNvgE5ziB0&_nc_ht=scontent-fra3-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYA1VUi04WfycaG83aofvk1frTP69SMEYyJC-rh1u69AMw&oe=66F65B40,18,1,2,4,25,3572,4120,4302
2024-05-06,"In celebration of #AAPIHeritageMonth, we want to highlight incredible creations from AAPI-owned bars, restaraunts, and creators throughout May! Check out this 🎀 House of Geisha 🎀 recipe from the Monkey Bar team at Welton Room ⬇️
   
🍸 1 1/2oz vodka
🍶 3/4oz Junmai Sake
💚 3/4oz freshly squeezed lime juice
🍯 1/2oz simple syrup
🥒 muddled cucumbers
 
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/441448271_839970604828671_6930684925549267320_n.jpg?stp=dst-jpg_p720x720&_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=lyCPej4Pb20Q7kNvgFKxytq&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYAXZpBFr17VzkUN-6oB1-YEaBhZFw93Utmnf0hzZK1vfg&oe=66F66CE3,3,0,0,0,4,2036,2414,2432
2024-05-08,"We're celebrating #AAPIHeritageMonth with Caer Maiko Ferguson! ✨ In her feature editorial, Caer details her work creating spaces for Asian people, culture, and flavors in front of (and behind) the bar. ⁠
⁠
Want to celebrate with us? We've got the first look at Caer's signature cocktail, the ""Crazy Rich Lychee Martini"" ⬇️
🍸 1.25oz Gin 
🍈 1.25oz Daijoubu Lychee Cordial*
🍶 .25oz Pisco 

*You can find the full specs on how to make the Daijoubu Lychee Cordial & how to serve this cocktail in Caer's editorial!*
⁠
Find our full interview with Caer Maiko here: https://talesofthecocktail.org/people/celebrating-asian-pacific-american-heritage-month-unapologetically-normal/",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/442418243_840092651483133_1056294092022581704_n.jpg?stp=dst-jpg_p720x720&_nc_cat=106&ccb=1-7&_nc_sid=127cfc&_nc_ohc=9Aldw_LkrcMQ7kNvgGoq8bf&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYB_ff8MzDHdk1Qp0qiT9G55W3bFZVGYA_CO7ys6kwuIDg&oe=66F66FB4,3,0,0,0,4,1679,2014,2064
2024-05-10,"Tickets to the world's leading cocktail conference go on sale in THREE days! 🎉🥂⁠
⁠
We are so excited to see you all at #TalesoftheCocktail2024! Whether you're joining us for a day, an evening, or the whole week, the time to secure your tickets is right around the corner 🍸⁠
⁠
#totc2024 #totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/441877050_840116374814094_1163502027002019812_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=ycGEI19T-g4Q7kNvgEUvs3j&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYBdo9lM0XhQfRjuBzeOc9z3t708e64QC5rHyGCBlvupUg&oe=66F66451,22,3,1,0,22,605,1159,1167
2024-05-14,"🥁 Introducing 🥁 the 2024 CAP Grey Coats! 🎉
   
The Cocktail Apprentice Program (CAP) is an exclusive mentorship program for up-and-coming bartenders to learn alongside some of the biggest names in the business during #TalesoftheCocktail2024. The CAP Grey Coat class includes 20 apprentices selected to be the behind-the-scenes Tales of the Cocktail mentors and leaders! 🎉
 
You can learn more about the #CAP2024 class here: https://talesofthecocktail.org/industrynews/tales-of-the-cocktail-foundation-totcf-announces-the-2024-cocktail-apprentice-program-cap-class/

Special thanks to our media partner, Pre Shift, an industry newsletter from Punch  and Eater 🥂

#totc2024 #totcf",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/441692721_839989311493467_2074976571467214837_n.jpg?stp=dst-jpg_s720x720&_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=CKOmB1qSzwIQ7kNvgHmCL4D&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AT9up5oP214WSiySI9hzqE3&oh=00_AYDwHPVMsIKagMYwAmLStomAQJfQBgldEd2CuDRbm7Q7lQ&oe=66F68429,18,0,5,4,20,3289,4332,4507
