Date,Message,Image Link,Likes,Comments,Shares,Link Clicks,Engagement,Reach,Organic Reach,Impressions
2024-06-01,"🏳️‍🌈❤️ Happy Pride Month, everyone! ❤️🏳️‍🌈 

As we kick off this special month, we celebrate the beautiful diversity within our community! 🌈💪 This is a time to honor the courage, resilience, and strength of our LGBTQIA+ peers, and to reaffirm our commitment to creating a world that celebrates and embraces our differences. 

We cannot wait to celebrate with you all at #TalesoftheCocktail2024! 🏳️‍⚧️🏳️‍🌈 

#pride #pridemonth #totc2024 #totcf",https://scontent-fra5-1.cdninstagram.com/v/t39.30808-6/445474399_856599133165818_5986345142981019877_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=X-FSIAqkG58Q7kNvgG3r2WR&_nc_ht=scontent-fra5-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYC_BG5CXrZmM9qt_Jfv8sM5zWIuUJSuy--_nXJW-hHdVQ&oe=66F8DD45,274,3,,,293,7221,,8827
2024-06-06,"#PrideMonth is in full swing and we have just the cocktail recipe to celebrate with! Check out this 🏳️‍🌈 Don't Ask, Don't Tell 🏳️‍🌈 from @themodernebar ⬇️

🍸 1.5 Oz Empress Gin
🍹 .5 Oz Velvet Falernum 
🪔 .75 Oz Sesame Orgeat
🍋 .75 Oz Lemon Juice
🏳️‍🌈 Garnish with a lemon peel and your favorite #pride flag

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in our bio!

#totcf",https://scontent-fra3-1.cdninstagram.com/v/t39.30808-6/445235618_856601703165561_176121436778928866_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=zAga0QKLm0oQ7kNvgF9Zxhv&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYBQk-MMn3B8qFWdg6dhRRVOuQ8OeAur3YeU7Lo9p9RgaQ&oe=66F8CAFF,491,9,,,547,9455,,10017
2024-06-10,"We are so excited to announce our #CAP2024 White Coat Advisor: Cris Dehlavi! 🎉

A Cocktail Apprentice since 2010, Cris became a Black Coat in 2013 and the first female White Coat in 2015. In 2016, she was inducted into the Dame Hall of Fame (now known as Tales Catalyst) and continued evolving the #CocktailApprenticeProgram with her fellow white coats, mentoring new classes every year. Among her many achievements, Cris has completed the highly respected Bar 5-Day program, WSET Level 3 in Spirits, Level One Sommelier, and most recently received her General Certificate in Distillation.

Be sure to check the link in our bio for more information on our 2024 CAP class!",https://scontent-fra3-2.cdninstagram.com/v/t39.30808-6/448146395_862762322549499_4177721860177863867_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=ZZUp5sCYYnkQ7kNvgHEHTLb&_nc_ht=scontent-fra3-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYAFNXXxe54YNJAnmv-0MqdY4qWXv76Ets-vxqqLP4qXOg&oe=66F8C411,243,11,,,263,8456,,8885
2024-06-11,"From day to night, Tales of the Cocktail® has you covered! All attendees are invited to join in the fun at any of our By Invitation Events, hosted by our amazing sponsors at iconic New Orleans venues! Brands also host exclusive events that are invitation-only and only allow a lucky few in. 🥂 

Be sure to RSVP to any of our incredible events ahead of #totc2024 to secure your spot through the link in our bio. 
⁠
We can't wait to show you all what unforgettable moments #TalesoftheCocktail2024 has in store!",https://scontent-fra5-1.cdninstagram.com/v/t39.30808-6/448090214_862755802550151_581049418437756582_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=uiKc55k06r0Q7kNvgF5BYsY&_nc_ht=scontent-fra5-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYBtZGpx22hpPYHoofCs3BSJCzC8iJG9Wx-Zq6zcuOS8hA&oe=66F8AC8D,329,9,,,357,6678,,7927
2024-06-13,"Learn the latest tricks of the trade and grow in your career at #TalesoftheCocktail2024 Seminars! 📚 Aimed at educating people in the drinks industry, our 2024 seminars’ themes of Business, Culture, and Beyond the Bar offer relevant content applicable to today’s bartenders, managers, and owners.🍾
⁠
TOTC strives to bring innovative, inclusive, and stimulating educational programming to the annual conference. Learn more about the #totc2024 seminars through the link in our bio! 🔗",https://scontent-fra3-2.cdninstagram.com/v/t39.30808-6/448205772_862872599205138_4121113954236900330_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=Sw0g5AvvalIQ7kNvgHi86o8&_nc_ht=scontent-fra3-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYBbArmOAKE3lo3bi8aUeTRNnRJscv16G9wpAWPgP1aXow&oe=66F8BD5B,525,21,,,728,14561,,19778
2024-06-14,"Raise a glass to New Orleans' cocktail heritage with Tales of the Cocktail®'s exclusive Cocktail Tours! 🥂 From the storied streets of Bourbon Street to the hidden gems of the Big Gay Bar Tour, each excursion offers a tantalizing glimpse into the city's libation legacy. Don't just drink -- dive into history! ⁠
⁠
Special thanks to The Times-Picayune, the Official Media Partner of #TalesoftheCocktail2024 Cocktail Tours!

To learn more about our 2024 Cocktail Tour lineup, check out the link in our bio!
⁠
#totc2024 #totcf",https://scontent-fra3-2.cdninstagram.com/v/t39.30808-6/448086191_862836092542122_671068132004306308_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=sDnlxMsEBAIQ7kNvgEIbpBf&_nc_ht=scontent-fra3-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYDWo0rCRDVms51dBtoDDuhAuOEr9jhnaj8hpKeiVZHtXw&oe=66F8C2BF,151,2,,,164,7372,,8646
2024-06-17,"Your 2024 Spirited Awards Top 4 Finalists are here! 🏅 ⁠

The Top 4 Finalists award categories include:⁠
⁠
🔸U.S. Bartender of the Year presented by @pernodricardusa
🔸International Bartender of the Year presented by @bodegaslustau
🔸Best U.S. Bar Mentor presented by @jamesonwhiskey
🔸Best International Bar Mentor presented by @tales_of_the_cocktail 
🔸Best U.S. Brand Ambassador presented by @tales_of_the_cocktail 
🔸Best International Brand Ambassador presented by @tales_of_the_cocktail 
🔸Best U.S. Bar Team presented by @williamgrantusa
🔸Best International Bar Team presented by @tales_of_the_cocktail 
🔸Best U.S. Cocktail Bar presented by @delmagueymezcal
🔸Best International Cocktail Bar presented by @patron
🔸Best U.S. Hotel Bar presented by @greygoose
🔸Best International Hotel Bar presented by @fordsgin
🔸Best U.S. Restaurant Bar presented by @tales_of_the_cocktail 
🔸Best International Restaurant Bar presented by @ginmare
🔸Best New U.S. Cocktail Bar presented by @diageobarac
🔸Best New International Cocktail Bar presented by @diageobarac
🔸World’s Best Cocktail Menu presented by @diageobarac
🔸World’s Best Spirits Selection presented by @tales_of_the_cocktail 
🔸Best New Spirit or Cocktail Ingredient presented by @tales_of_the_cocktail 
🔸Best Cocktail & Spirits Writing presented by @tales_of_the_cocktail 
🔸Best Cocktail & Spirits Publication presented by @tales_of_the_cocktail 
🔸Best Broadcast, Podcast, or Online Video Series presented by @tales_of_the_cocktail 
🔸Best New Cocktail or Bartending Book presented by @tales_of_the_cocktail 
🔸Best New Book on Drinks Culture, History, or Spirits presented by @tales_of_the_cocktail 
⁠
⁠
Follow the link in our bio to learn more about this year’s finalists! 🔗⁠
⁠
Special thanks to @forbes, our 2024 Spirited Awards Official Media Partner.",https://scontent-fra3-1.cdninstagram.com/v/t39.30808-6/448639570_867264405432624_5870747968102605739_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=Vh7ZNT70rL8Q7kNvgG7wKBe&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYDlbTN-Zy_6gcDKU5kv3C4T3sirZyhEb8jD9AiD0GCTUg&oe=66F8AC7A,1170,29,,,1304,29599,,36005
2024-06-18,"📣 Tickets for the 18th annual #SpiritedAwards are on sale now! 📣
⁠
Celebrate excellence in the global drinks industry at the 2024 Spirited Awards! 🎉⁠ The awards celebration will honor the 2024 Top 4 Finalists, Helen David Lifetime Achievement, Timeless U.S. and International Awards, the Tales Visionary Award, and announce the winners of the hospitality industry’s most sought-after awards. 
⁠
Get your tickets today through the link in our bio! 🔗⁠
⁠
Special thanks to Forbes, our 2024 Spirited Awards Official Media Partner!
⁠
#TalesoftheCocktail2024 #totc2024 #totcf",https://scontent-fra5-1.cdninstagram.com/o1/v/t16/f1/m82/5F4225E136D0DF58CC3393DF3A79E4B3_video_dashinit.mp4?_nc_ht=scontent-fra5-1.cdninstagram.com&vs=469281978919961_2744443999&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC81RjQyMjVFMTM2RDBERjU4Q0MzMzkzREYzQTc5RTRCM192aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dLWFB2aG9TTm5XMGs1a0RBR0lScUp6SmdZbGlicV9FQUFBRhUCAsgBACgAGAAbAYgHdXNlX29pbAExFQAAJpTrr9zkjI1AFQIoAkMzLBdAPgl41P3zthgSZGFzaF9iYXNlbGluZV8xX3YxEQB1AAA%3D&ccb=9-4&oh=00_AYBALhhReLUmmvZ5ieEHejkO3OVdpoUBAIjJSOnMAiattQ&oe=66F4C043&_nc_sid=1d576d,169,3,,,188,4150,,
2024-06-19,"We're celebrating this #Juneteenth with Keyatta Mincey-Parker! ✨ In her feature editorial, Keyatta details the importance of acknowledge the hospitality industry's past shortcomings while also honoring the stories, cultures, and people behind each drink.
⁠
Want to celebrate with us? We've got the first look at Keyatta's signature cocktail, the 💐 Afternoon In The Garden 💐 ⬇️
🥃 2oz Amaro Georgiano 
🍾 3oz Prosecco
🌼 2oz Montaine Honeysuckle Sparkling Water
🍋 Garnish with dehydrated citrus or fresh herbs
⁠
Read our full interview with Keyatta at the link in our bio! 🔗",https://scontent-fra5-1.cdninstagram.com/v/t39.30808-6/448640310_867962638696134_6197946406514338637_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=HYBvMhbk8_MQ7kNvgFb2MWL&_nc_ht=scontent-fra5-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYB8vGdGy7j0n_bWcom2EZXmmTobbU2qSsmNXL3Hgxvyag&oe=66F8D673,172,2,,,200,4816,,5533
2024-06-20,"Experience the perfect blend of taste and knowledge at the Bookstore & Bitters Market, presented by Octavia Books! 📚 Sample enticing bitters brands and peruse through a curated collection of the latest cocktail books. 
⁠
Dive into the world of mixology, uncover hidden gems, and join in ""Shots of Inspiration"" sessions for enlightening conversations with fellow cocktail enthusiasts.⁠ 🍹

Learn more about the #TalesoftheCocktail2024 Bookstore & Bitters Market through the link in our bio! Special thanks to @bittered_sling 🥂

#totc2024 #totcf",https://scontent-fra3-2.cdninstagram.com/v/t39.30808-6/448626223_867972005361864_4671747276970075551_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=Ol10LFiNUzcQ7kNvgHQ9vMi&_nc_ht=scontent-fra3-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYAol0MLFSaWzeRNG-RYJ7W4TsCvpqaNf1TPhKPM5r0lkg&oe=66F8AFB8,83,4,,,96,3063,,3336
2024-06-21,"Need a refreshing cocktail to help you beat the heat this summer? We have just the thing! Check out this 🧊 Rush 🧊 recipe from @the.cocktail.bandit ⬇️

☕ .5oz Cold Brew Coffee Liqueur
🍌 .75oz Kin Whiskey Banana Liqueur
🥃 1.25oz Amontillado Sherry Lustau
🧉 3oz Coconut Sparkling Water
🥛 Non-Dairy Cream
🫚 Garnish with Grated Cinnamon

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in our bio!

#totcf",https://scontent-fra5-2.cdninstagram.com/v/t39.30808-6/448641453_868011458691252_5394441884523989680_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=HhCTwsdx1FYQ7kNvgF66twV&_nc_ht=scontent-fra5-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYDNqAjDfN2ZSorqf58oQsaFsOQ_fbMOzUZ6bxBWY0bUVA&oe=66F8BECA,175,5,,,210,5038,,5226
2024-06-23,"Beyond the Bar® is more than a program—it's a movement. 💪 With exciting events like Day of Service, Networking Nook, and the 2024 Grant Recipient Showcase, our Beyond the Bar programming at #totc2024 offers a platform to tackle the pressing issues facing our industry. 
⁠
Join our global community as we delve into vital topics like mental health, diversity, and sustainability to help shape the future of the drinks industry! Check out the link in our bio to register for the #TalesoftheCocktail2024 Day of Service! 🔗
⁠
Special thanks to The Spill, @thespilldrinks, the Official Media Partner of our Beyond the Bar® programming! 🎉⁠
⁠
#totcf",https://scontent-fra5-2.cdninstagram.com/v/t39.30808-6/448816058_870037018488696_6471549225920257492_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=W-syDr1uzhQQ7kNvgFghZsJ&_nc_ht=scontent-fra5-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYBd_9M66PWmt718dxmvDtT8VZM1CRU0sDauS7IMv3eXbg&oe=66F8CFF9,126,0,,,133,3961,,4591
2024-06-24,"Join Espolòn Tequila to celebrate 25 years of championing unapologetic originality! 🎉 

Revel in the raw energy and revolutionary spirit at Noche Neón, the fiesta to end all fiestas. Expect vibrant musical guests, bold celebrations, dazzling visuals inspired by street art, and excellent cocktails. Let’s raise a glass to Espolòn! 

RSVP at the link in our bio! 🔗

#CampariTakesTales2024 #TalesoftheCocktail2024",https://scontent-fra3-1.cdninstagram.com/v/t39.30808-6/449060484_871939171631814_8536209243373921240_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=12TJIin0d5YQ7kNvgFug2we&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYBVUgF5XUaCRGnPMZrOorQPA1NicP0eEe22rFuJTjnnYA&oe=66F8BC10,314,10,,,516,9550,,10798
2024-06-25,"Announcing the 2024 Spirited Awards Helen David Lifetime Achievement Award, Tales Visionary Award, Timeless U.S. Award, and Timeless International Award Winners! 🏅 ⁠

These awards recognize an International and U.S.-based bar or individual that has contributed to the history of cocktails and/or spirits and is respected as an institution that has inspired the culture and growth of other bar professionals and/or establishments. We are proud to announce the following winners: ⁠
⁠
🔸Helen David Lifetime Achievement Award (presented by @williamgrantusa) winner @hidetsugu_ueno 
🔸Tales Visionary Award (presented by @johnniewalker) winner @cocktailcolin 
🔸Timeless U.S. Award (presented by @tales_of_the_cocktail) winner @thebuenavistasf
🔸Timeless International Award (presented by @tales_of_the_cocktail) winner @officialcafepacifico

Join us in celebrating these industry icons at the 18th Annual Spirited Awards! You can grab your tickets through the link in our bio 🔗⁠
⁠
Special thanks to @forbes, our 2024 #SpiritedAwards Official Media Partner.",https://scontent-fra3-1.cdninstagram.com/v/t39.30808-6/448979967_872081648284233_1714139595630887209_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=t1eUIjZntBcQ7kNvgFLBeOR&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYCAIJSQ8tgd5ABZmocvwbv_zhGUDbl-9sKNRxqDpbKvvw&oe=66F8AE62,1037,33,,,1198,20290,,26588
2024-06-26,"🔸 Congratulations to the 2024 Tales Catalyst Honorees: Becky Paskin, International Catalyst Honoree, and Keyatta Mincey Parker, U.S. Catalyst Honoree! 🔸⁠
⁠
Join us as we celebrate the 2024 Tales Catalyst Honorees on Tuesday, July 23rd! This celebration will honor these leaders who have made unique and lasting contributions to accessibility and intersectionality within the global spirits industry. ✨⁠
⁠
Special thanks to our Tales Catalyst presenting sponsor Diageo Bar Academy
and the Tales Catalyst Media Partners Beverage Media Group and SevenFifty Daily!
⁠
Learn more about this event and purchase your tickets at the link in our bio 🔗⁠
⁠
#2024TalesCatalyst #TalesCatalyst #totc2024 #TalesoftheCocktail2024 #totcf",https://scontent-fra3-1.cdninstagram.com/v/t39.30808-6/449093616_872778301547901_7795573201717518712_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=Me6A-gpUeVgQ7kNvgH_XRr8&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYDywQnJZnreUGjmSw5_fTDxM15LGhskoUP05NWE8ndjmQ&oe=66F8BB6F,282,23,,,355,9539,,12151
2024-06-27,"Cheers to 300 Years! 🎉

Join Rémy Martin to celebrate their 300th Anniversary with specialty cocktails crafted by legends from Harry’s Bar, Accomplice, Allegory, and Turning Tables! Arrive before midnight for an exclusive surprise and stay for captivating performances throughout the night. 

Head to the link in our bio to secure your spot! 

Wednesday, July 24th – 11pm-2am
The Chicory, 611 Fulton Street

#remymartin300",https://scontent-fra5-1.cdninstagram.com/v/t39.30808-6/449264706_873922601433471_8708340736638353595_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=FV4gA2UZnWgQ7kNvgHz1fIb&_nc_ht=scontent-fra5-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYBGrdeVMwYrBGiGItEWrMPDttMBRzXKLjE0oMM38Out4A&oe=66F8AF12,341,7,,,456,8804,,9640
2024-06-28,"We're celebrating #PrideMonth with Daddy Long Legs! ✨ In their feature editorial, they explore the intersections of being a Black, Queer, and Non-Binary bartender navigating predominately white spaces throughout their career.
⁠
Want to celebrate with us? We've got the first look at Daddy Long Legs' signature cocktail, 💃 The Lady Who Appears to be a Gentleman 💃 ⬇️
⁠
🍯 1.25 oz Goat Cheese & Honey Vodka
🍓 0.75 oz Strawberry Tomato Cordial
🍹 0.75 oz Ten-to-One Caribbean Rum 
🍸 0.5 oz Martini and Rossi Dry Vermouth 
🍋 0.25 oz lemon juice
⁠
Read our full interview with Daddy Long Legs at the link in our bio! 🔗",https://scontent-fra3-2.cdninstagram.com/v/t39.30808-6/449379933_874542901371441_3522169173035459215_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=ZN_Rw-4gBGoQ7kNvgGvLcMl&_nc_ht=scontent-fra3-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYDV5isKzPfaTCAbudNfZLS_DIHcdC-Zp396QYA7JkCoSg&oe=66F8C18F,587,21,,,697,16625,,19985
2024-06-29,"Celebrate the spirit of innovation at Meet the Distillers, where attendees and partners come together to explore the artistry behind spirits! 🥃
⁠
With over 30 distillers from around the globe, this event promises attendees the chance to sample a wide array of spirits while engaging with passionate creators. 🌎 This year, we're excited to offer two sessions on Thursday, ensuring attendees have ample time to explore and discover new favorites! 
⁠
Don't miss this opportunity to indulge your senses and connect with fellow spirits enthusiasts! 🥂

Special thanks to The Spill, @thespilldrinks, the Official Media Partner of Meet the Distillers! 🎉⁠",https://scontent-fra3-1.cdninstagram.com/v/t39.30808-6/449368779_874678158024582_7718970473911522185_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=uGeHH9X5UsQQ7kNvgFarxGt&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYDjBQV20d5sg75sK87TzDgDc_7T1F8BukXnLLY150sULg&oe=66F8D289,129,2,,,144,4816,,5604
2024-06-30,"Elevate your #totc2024 experience with captivating Seminars at the renowned Ritz-Carlton, New Orleans! 
⁠⁠
Attendees gain valuable insights into issues, trends, and innovations within the bar industry while sponsors enjoy prominent logo placement on the TOTC2024 agenda and signage. 
⁠
Join us at any of our incredible seminars as we aim to redefine the boundaries of spirits education! 🥂
⁠⁠
#totc #totcf",https://scontent-fra5-2.cdninstagram.com/v/t39.30808-6/449455386_874682891357442_7889670475050035472_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=E6nR1AFoaC8Q7kNvgEpLrSd&_nc_ht=scontent-fra5-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYAI1yEf7HdIGH9Qop9swF540poK0OtmXgBCTWwMOPdVDw&oe=66F8DC47,161,0,,,169,4694,,5375
2024-07-01,"Experience #TalesOfTheCocktail2024 with Brown-Forman! 🎉🥂 We cannot wait for you all to experience: 

1️⃣ Industry Night by Fords Gin: Enjoy global drink specials from around the globe, guest chef family meals, and epic beats from Miami’s finest 🎶

2️⃣ House of Herradura: Celebrate 150 years of Casa Herradura and the 50th anniversary of Reposado 🥃

3️⃣ A Spectacle for the Senses by Woodford Reserve: Discover the 200+ flavors of Woodford Reserve through cocktails from top bar talent ✨ 

Join us for unforgettable nights and amazing experiences! Keep an eye out for these RSVP links coming soon 👀 

#totc2024 #BrownForman",https://scontent-fra3-2.cdninstagram.com/v/t39.30808-6/449519943_876684491157282_8653867206502699617_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=R91Ako1ud7IQ7kNvgFKLpDM&_nc_ht=scontent-fra3-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYBzAu82FzK5X6LBlRanO6lFgRi0e2qW_Ifn0jP2Z8Flxw&oe=66F8D101,544,10,,,695,10733,,12965
2024-07-02,"This is the first boarding call for passengers traveling aboard Pernod Air! ✈️

Embark on an intercontinental adventure at the 2024 Pernod Ricard Opening Night Portfolio Party! 🎉

Featuring renowned cocktail bars from 6 countries, you’ll be set for take off to any destination from the re-imagined international terminal at the WWII Museum on Monday night from 8pm-12am. With plenty of surprises in store, this is sure to be a trip to remember. 

Party Attendees, prepare for takeoff! 🥂

#totc2024",https://scontent-fra5-1.cdninstagram.com/o1/v/t16/f1/m86/6343AC53558A0B58161E54B79B86C185_video_dashinit.mp4?_nc_ht=scontent-fra5-1.cdninstagram.com&vs=1851244135356159_4071935794&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC82MzQzQUM1MzU1OEEwQjU4MTYxRTU0Qjc5Qjg2QzE4NV92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dNaGx6QnB6OGU4TUJBQURBR2doN0xYX2c2ZFZicV9FQUFBRhUCAsgBACgAGAAbAYgHdXNlX29pbAExFQAAJrqU5Jy11pZAFQIoAkMzLBdAJAUeuFHrhRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1AAA%3D&ccb=9-4&oh=00_AYCO7QityTFRR8QC3nhBagkBsMYjzhwnX0NI_aOo887FIA&oe=66F4B8BC&_nc_sid=1d576d,479,20,,,607,9227,,
2024-07-03,"The New Orleans Spirits Competition, presented by Tales of the Cocktail Foundation, will honor the top spirits of the year and bring wider recognition to the best of the distilled spirits community. Who decides which products are the most outstanding? Some of the most respected and talented spirits industry leaders in the world!

This year's judges include Dale DeGroff, Jeff “Beachbum” Berry, Clay Risen, Emma Janzen, Paul Clarke, Anu Apte, Bridget Albert, Martin Cate, Lisa Roper Wicker, Steve Beal, and many more. 

Check out the full list of incredible judges at the link in our bio and join them in judging the top spirits in each category on July 22nd and 23rd at The Ritz Carlton!

Special thanks to @imbibe, the Official Media Partner of the New Orleans Spirits Competition!",https://scontent-fra3-2.cdninstagram.com/v/t39.30808-6/449777322_878056847686713_4481420095597881934_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=MQi7VdMJAqMQ7kNvgH3pwF9&_nc_ht=scontent-fra3-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYDfC9jQHI5jWiWZQCuCsecl2HI8ZNbWpnHqATytmkiBJg&oe=66F8D393,97,0,,,105,5572,,5958
2024-07-04,"Want to join #totcf in our pledge to support local bar sustainability? All event attendees are invited to join Edrington, Tales of the Cocktail Foundation, New Orleans Water Collaborative, and Green Light in a Day of Service on July 21, 2024! 🌎 💪

Volunteers will have the opportunity to learn about Tales of the Cocktail Foundation's sustainability initiatives, the history & intersection of water and justice in New Orleans, and paint rain barrels that will go to bars and restaurants in the city! 

The deadline to sign up is July 10th - visit the link in our bio to secure your spot! 

Special thanks to @edringtonamericas, the official sponsor of #TalesoftheCocktail2024 Day of Service!",https://scontent-fra3-1.cdninstagram.com/v/t39.30808-6/449696729_878142067678191_3179980038508419439_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=puYVZZ_XIQoQ7kNvgHP3nT4&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYCwqmYvpBUSPe-fGBlGW_pTh502_RNGDI71kmOs_lx5mA&oe=66F8B895,185,1,,,203,7266,,7594
2024-07-05,"At Tales of the Cocktail®, we believe in celebrating not just spirits, but also the rich culture of New Orleans. ⚜️

Join us for Spirited Dining events, where sponsors and local restaurants come together to create a gastronomic journey like no other. From innovative cocktail pairings to tantalizing signature drinks, it's a feast for the senses! 🍽️

Special thanks to @wineenthusiast, the official Media Partner for #TalesoftheCocktail2024 Spirited Dining!",https://scontent-fra5-2.cdninstagram.com/v/t39.30808-6/449782660_878145447677853_8359889968422522909_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=LBt_QCNiY-0Q7kNvgENdRKQ&_nc_ht=scontent-fra5-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=A-TmTjhrrFDtPa4DP5QASvZ&oh=00_AYC3zNOQjjGe5Q0zcwAlZnrnMdLscISoyZFSo2KXc7V-kQ&oe=66F8C82D,197,2,,,227,6307,,7355
2024-07-06,"Are y'all ready for one of the most anticipated nights of the year?? The William Grant and Sons Portfolio Party at Tales of the Cocktail is coming up soon! (#iykyk) ⁠
⁠
This year it's a Bombonera explosion of surprises and delights – curious to know more? Head to the link in our bio to learn how to join us at the Orpheum Theater on July 23rd 🥳⁠
⁠
#TalesoftheCocktail2024 #totc2024 #totcf",https://scontent-fra5-2.cdninstagram.com/v/t51.2885-15/450082344_491249433374805_6831499025937241898_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=fzR2SPmRH9cQ7kNvgHLXJri&_nc_ht=scontent-fra5-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYACPYXwg5D3ml8k4RjXnEjYl4MteQ5UEDKesAYXkRUHbg&oe=66F8D526,641,5,,,798,12419,,16955
